name,location,date,time,more_info,tags
Rebecca Illustrated Painting Experience,"Mills House Hotel, Charleston, SC",2026-06-23,10:00 AM,,"Painting, Watercolor, Drawing & Painting, Visual Arts"
Renee Kahn Memorial Retrospective,"Kahal Kadosh Beth Elohim, Charleston, SC",2026-06-23,10:00 AM,https://www.reneekahnfineart.com/event/235934/renee-kahn-memorial-charity-retrospective,"Arts, Destinations, Museums & Exhibits, Civic Benefit, Fundraisers"
Chris Williams,"Henry's On The Market, Charleston, SC",2026-06-23,10:00 PM,https://henrysonthemarket.com/charleston-henry-s-on-the-market-music-calendar,"Performing Arts, Music, Jazz, Concerts"
Mobile Library - French Quarter Creek,"Huger, SC",2026-06-23,10:30 AM,https://berkeleylibrarysc.libcal.com/event/16853917,"Literary Arts, Sports & Outdoors"
Pigeons Playing Ping Pong,"Pour House, Charleston, SC",2026-06-23,10:30 PM,https://www.facebook.com/events/3403242199857453/,"Sports & Outdoors, Sports, Table Tennis, Performing Arts, Music"
Storytime Adventures,"Children's Museum of the Lowcountry, Charleston, SC",2026-06-23,11:00 AM,https://eventvesta.com/events/147265/t/tickets,"Special Audience, Kids, Literary Arts, Reading, Storytelling, Destinations, Museums & Exhibits, Children's Museums"
Maria Britton: SECOND SLEEP & In Kyoung Chun: MAKE ROOM,"Halsey Institute of Contemporary Art, Charleston, SC",2026-06-23,11:00 AM,https://halsey.charleston.edu/exhibitions/,"Visual Arts, Art Museums, Painting, Drawing & Painting, Museums & Exhibits, Destinations"
Getting Started with Genealogy - AM,"Center for Family History, Charleston, SC",2026-06-23,11:00 AM,https://iaamuseum.org/event/getting-started-with-genealogy-am-2-2/2026-06-23/,"Pursuits & Hobbies, Other Interests, Genealogy, Special Audience, Family, Lifestyle"
Binding Babes Book Club,"The Bindings Collective, Charleston, SC",2026-06-23,11:00 AM,https://www.eventbrite.com/e/binding-babes-book-club-tickets-1991737793356,"Literary Arts, Book Clubs"
Unearth an Illusion @ Southern Georgetown Community Library,"Southern Georgetown Library  > Southern Georgetown Library Auditorium, Georgetown, SC",2026-06-23,11:00 AM,https://www.gtcountysc.gov/calendar.aspx?EID=7406,"Civic Benefit, Literary Arts"
Crafts Galore!,"Southern Georgetown Library  > Southern Georgetown Library Auditorium, Georgetown, SC",2026-06-23,11:30 AM,https://www.gtcountysc.gov/calendar.aspx?EID=7418,"Pursuits & Hobbies, Crafts"
"Eat Smart, Be Active @ Southern Georgetown Community Library","Southern Georgetown Library  > Southern Georgetown Library Auditorium, Georgetown, SC",2026-06-23,11:30 AM,https://www.gtcountysc.gov/calendar.aspx?EID=7406,"Civic Benefit, Literary Arts, Food & Drink, Food"
Gullah Rag Quilting: No-Sew Story Quilts Class with Cookie Washington,"Park Circle Community Building, North Charleston, SC",2026-06-23,12:00 PM,https://nchasculturalarts.eventbrite.com,"Visual Arts, Mixed Media Art"
167 x Hart Collaboration,"Bar167, Charleston, SC",2026-06-23,12:00 PM,https://www.167hospitality.com/,"Pursuits & Hobbies, Markets & Shopping"
Getting Started with Genealogy - PM,"Center for Family History, Charleston, SC",2026-06-23,2:00 PM,https://iaamuseum.org/event/getting-started-with-genealogy-am-3/2026-06-23/,"Pursuits & Hobbies, Other Interests, Genealogy, Special Audience, Family, Lifestyle"
"Marine Fossils ""Living Dinosaurs"" @ Southern Georgetown Communi ty Library","Southern Georgetown Library  > Southern Georgetown Library Auditorium, Georgetown, SC",2026-06-23,2:00 PM,https://www.gtcountysc.gov/calendar.aspx?EID=7408,"Topics, STEM, Science, Archaeology, Dinosaurs, Sports & Outdoors, Outdoor Recreation, Nature & Wildlife, Rocks & Minerals, Literary Arts"
Friends of the Library Meeting,"Goose Creek Library, Goose Creek, SC",2026-06-23,2:00 PM,https://berkeleylibrarysc.libcal.com/event/15537571,Literary Arts
Discover How to Easily Prepare Meals to Fuel Your Week,"MUSC Health Ashley River Tower - ART, Charleston, SC",2026-06-23,2:30 PM,https://www.eventbrite.com/e/discover-how-to-easily-prepare-meals-to-fuel-your-week-tickets-1990011276297,"Topics, Schools & Education, Food & Drink, Food"
Mount Pleasant Farmers Market,"Mount Pleasant Farmers Market Pavilion, Mount Pleasant, SC",2026-06-23,3:30 PM,https://www.facebook.com/MountPleasantFarmersMarket,"Performing Arts, Music, Food & Drink, Food, Pursuits & Hobbies, Markets & Shopping, Farmers Markets"
Mixology Class | Southern Sips at Linnette's,"The Dunlin, Auberge Collection, Johns Island, SC",2026-06-23,3:30 PM,https://auberge.com/the-dunlin/experiences#!/e/southern-sips-f0adcadb,"Learning, Lessons & Classes, Food & Drink, Drinks"
Old Fashioned Tuesdays at Bourbon N' Bubbles,"Bourbon N' Bubbles, Charleston, SC",2026-06-23,4:00 PM,https://bourbonnbubbles.com/,"Food & Drink, Drinks"
Happy Hour at Bourbon N' Bubbles,"Bourbon N' Bubbles, Charleston, SC",2026-06-23,4:00 PM,https://bourbonnbubbles.com/charleston-bourbon-n-bubbles-happy-hours-specials,"Food & Drink, Drinks, Happy Hour"
4 Week Tennis Clinic,"Open Door Ministries Sport & Wellness center, Moncks Corner, SC",2026-06-23,5:00 PM,https://www.opendoorministriestennis.com/summer-camps,"Sports, Sports & Outdoors"
Class for Adults/Teens with Emily Enloe of SweetEnloe Crochet,"Park Circle Community Building, North Charleston, SC",2026-06-23,5:00 PM,https://nchasculturalarts.eventbrite.com,"Crocheting, Visual Arts, Needlecrafts, Crafts, Pursuits & Hobbies"
"Free Downtown Charleston Rockstar Connect Networking Event (June, SC)","Edmund's Oast Brewing Co, Charleston, SC",2026-06-23,5:00 PM,https://www.eventbrite.com/e/free-downtown-charleston-rockstar-connect-networking-event-june-sc-tickets-1984338261156,"Professional, Networking"
Dog House by Nonna and Nana's,"Tin Roof, Charleston, SC",2026-06-23,5:00 PM,https://tockify.com/tinroofschedule/detail/1577/1782248400000,"Lifestyle, Pets, Dogs"
Seafood Tower Hour,"Hank's Seafood, Charleston, SC",2026-06-23,5:00 PM,https://www.hanksseafoodrestaurant.com/event/seafood-tower-hour/,"Food & Drink, Seafood, Dinner, Food"
Bonsai Basics,"Meeting Green, Charleston, SC",2026-06-23,5:30 PM,https://www.meetinggreenchs.com/event-details/bonsai-basics-class,"Home & Garden, Pursuits & Hobbies"
Golden Hour Trivia,"Saffron Café & Bakery, Charleston, SC",2026-06-23,5:30 PM,,"Trivia Games, Games, Pursuits & Hobbies"
An Evening With Goose,"Firefly Distillery, North Charleston, SC",2026-06-23,6:00 PM,,"Performing Arts, Music, Concerts, Rock, Alternative Rock, Civic Benefit, Fundraisers"
Third Space | Free T(w)een Hangout,"Public Works Art Center, Summerville, SC",2026-06-23,6:00 PM,https://publicworksartcenter.org/events-cal/3rd-space-tuesday-6-23-6-730pm/,"Teens, Crafts, Board Games, Special Audience, Pursuits & Hobbies, Games"
Plant Bingo @ Two Blokes with Roadside Blooms,"Two Blokes Brewing, Mount Pleasant, SC",2026-06-23,6:00 PM,https://roadsideblooms.com/collections/workshops-events/products/tuesday-june-23rd-plant-bingo-at-two-blokes?,"Food & Drink, Drinks, Beer, Pursuits & Hobbies, Games, Bingo, Home & Garden, Plant Sales, Gardening"
Declaring Independence in Charleston: Text and Context,"The Charleston Museum, Charleston, SC",2026-06-23,6:00 PM,https://www.charlestonmuseum.org/news-events/events/declaring-independence-in-charleston-text-and-context/,"Talks & Lectures, History, Museums & Exhibits, Professional, Special Audience, Destinations, Learning, Other Interests, Pursuits & Hobbies"
Kanika Moore & The Brown Eyed Bois,"Pour House, Charleston, SC",2026-06-23,6:00 PM,https://charlestonpourhouse.com/event/kanika-moore-the-brown-eyed-bois-8/2026-06-23/,"Performing Arts, Music"
Cornhole Tuesdays,"The Washout, Folly Beach, SC",2026-06-23,6:00 PM,https://follywashout.com/events.php,"Pursuits & Hobbies, Games, Lawn Games, Cornhole"
Vinyl Painting Class at The Broken Leash,"Broken Leash Dog Park & Bar, North Charleston, SC",2026-06-23,6:00 PM,https://www.eventbrite.com/e/vinyl-painting-class-at-the-broken-leash-tickets-1989267102453,"Visual Arts, Drawing & Painting, Painting, Topics, Schools & Education, Lifestyle, Pets"
Yoga At Coastal Climbing,"Coastal Climbing, Charleston, SC",2026-06-23,6:30 PM,https://app.rockgympro.com/b/widget/?a=calendar&&widget_guid=c8153164e2b64f8588fadaf20fe8cc9f&random=6862ad33795ff&iframeid=&mode=p,"Sports & Outdoors, Fitness, Yoga, Outdoor Recreation, Climbing"
June Books & Banter Fiction Book Club: The Mountains We Call Home,"Main Street Reads, Summerville, SC",2026-06-23,6:30 PM,https://tockify.com/visit.summerville/detail/1886/1782253800000,"Literary Arts, Book Clubs, Sports & Outdoors, Outdoor Recreation"
Free Weekly Euchre Meetup - Tuesdays,"The Pickle Bar, Summerville, SC",2026-06-23,6:30 PM,,"Pursuits & Hobbies, Games, Card Games, Food & Drink"
Trivia Tuesdays,"New Realm Brewing Co., Charleston, SC",2026-06-23,7:00 PM,https://www.eventbrite.com/e/trivia-tuesdays-tickets-1978902639064,"Pursuits & Hobbies, Games, Trivia Games, Nightlife, Bars"
Candle Making Party @Island Candles,"Island Candles, Charleston, SC",2026-06-23,7:00 PM,https://islandcandleschs.com/pages/events,"Visual Arts, Mixed Media Art, Special Audience, Family, Pursuits & Hobbies, Crafts"
Team Trivia at Neighborhood Taphouse,"Neighborhood Tap house Greenridge, North Charleston, SC",2026-06-23,7:00 PM,https://www.eventbrite.com/e/team-trivia-at-neighborhood-taphouse-tickets-1991927768577,"Pursuits & Hobbies, Games, Trivia Games"
Zachs Daiqs Tuesday Trivia,"Zachs Daiquiris, Charleston, SC",2026-06-23,7:00 PM,https://zachsdaiqs.com/event-calender/,"Food & Drink, Performing Arts, Music, House, Electronic, Pursuits & Hobbies, Games, Trivia Games"
Charleston Riverdogs vs. Augusta GreenJackets,"Joe Riley Stadium, Charleston, SC",2026-06-23,7:05 PM,,"Performing Arts, Music, Concerts, Miscellaneous, Sports & Outdoors, Sports"
Augusta GreenJackets at Charleston RiverDogs,"The Joe, Charleston, SC",2026-06-23,7:05 PM,,"Sports & Outdoors, Sports"
Trivia is back! Win bar cash,"Tin Roof, Charleston, SC",2026-06-23,7:30 PM,https://tockify.com/tinroofschedule/detail/1467/1782257400000,"Pursuits & Hobbies, Games, Trivia Games"
Before 9 at Serendipity Labs,"Serendipity Labs Charleston, Mount Pleasant, SC",2026-06-23,8:00 AM,https://business.mountpleasantchamber.org/events/details/before-9-at-serendipity-labs-3481?calendarMonth=2026-06-01,"Networking, Coffee, Professional, Food & Drink"
In-The-Skip; a quarterly King St touch base,"The American Theater, Charleston, SC",2026-06-23,8:00 AM,https://www.eventbrite.com/e/in-the-skip-a-quarterly-king-st-touch-base-tickets-1986542824063,"Topics, Business, Small Business"
The Impossible Murder at Captain Jack's Flapjack Shack,"Black Fedora Comedy Mystery Theatre, Charleston, SC",2026-06-23,8:00 PM,https://www.charlestoncvb.com/events/the-impossible-murder-at-captain-jack-s-flapjack-shack~23958,"Theater, Comedy, Family, Performing Arts, Special Audience"
Summer Tennis Camp: Level - Beginner 101,"Open Door Ministries Sport & Wellness Center, Moncks Corner, SC",2026-06-23,9:00 AM,https://www.opendoorministriestennis.com/summer-camps,"Sports, Tennis, Sports & Outdoors"
Fairies and Flowers Art Camp,"Magnolia Plantation, Charleston, SC",2026-06-23,9:00 AM,,"Visual Arts, Destinations, Summer Camps, Special Audience, Kids"
Summer Culinary Camp,"Young Chefs Academy of Charleston, Mount Pleasant, SC",2026-06-23,9:00 AM,https://charlestonsc.youngchefsacademy.com/culinary-camps/,"Destinations, Summer Camps, Pursuits & Hobbies, Culinary Arts, Cooking Classes"
CAMP in the STACKS 2026: Detectives in the Stacks,"Charleston Library Society, Charleston, SC",2026-06-23,9:00 AM,https://charlestonlibrarysociety.org/event/camp-in-the-stacks-2026-detectives-in-the-stacks/,"Summer Camps, Kids, Destinations, Special Audience"
Fairytale Ballerinas Summer Camp,"Musical Theatre Center, Mount Pleasant, SC",2026-06-23,9:00 AM,https://www.onceuponaballetchs.com/2026-summer-camps/,"Destinations, Summer Camps, Special Audience, Kids, Toddlers"
National Outdoor Sculpture Competition and Exhibition,"North Charleston Riverfront Park, North Charleston, SC",2026-06-23,9:00 AM,https://www.northcharlestonartsfest.com/national-outdoor-sculpture-competition-exhibition,"Visual Arts, Mixed Media Art"
Water Aerobics,"Edgefield Park Pool, Charleston, SC",2026-06-23,9:00 AM,https://dicommunity.org/event/water-aerobics-5/2026-06-23/,"Sports & Outdoors, Fitness"
Summer Camp 2026,"Gibbes Museum, Charleston, SC",2026-06-23,9:00 AM,http://www.gibbesmuseum.org/programs-events/summer-camp-2026/1032,"Pursuits & Hobbies, Crafts, Needlecrafts, Sewing, Weaving, Quilting, Knitting, Embroidery, Fashion & Beauty, Visual Arts, Drawing & Painting, Drawing, Painting, Watercolor, Sculpture & Ceramics, Sculpture, Fiber Art, Special Audience, Kids, Teens, Learning, Lessons & Classes"
Jurassic Seas at the South Carolina Aquarium,"South Carolina Aquarium, Charleston, SC",2026-06-23,9:00 AM,https://eventvesta.com/events/147446/t/tickets,"Destinations, Museums & Exhibits"
Edisto ~ Sea Turtle Night Walks,"Edisto Environmental Learning Center, Edisto Island, SC",2026-06-23,9:00 PM,https://southcarolinalowcountry.com/events/event/edisto-sea-turtle-night-walks/,"Sports & Outdoors, Outdoor Recreation, Nature & Wildlife, Fauna, Reptiles, Turtles, Fitness, Performing Arts, Music, Concerts, Country"
Sea Turtle Night Walks,"Edisto Island, SC",2026-06-23,9:00 PM,https://southcarolinaparks.com/products/10002569,"Sports & Outdoors, Outdoor Recreation, Nature & Wildlife, Fauna, Reptiles, Turtles, Fitness, Civic Benefit, Causes & Activism, Environmental Causes, Learning"
Camp Conroy Week Two: Summer Camp for 12-14  Year Olds Starts Soon,"Beaufort, SC",2026-06-23,9:15 AM,https://patconroyliterarycenter.org/calendar/2026-camp-conroy-summer-camp-save-the-dates/,"Literary Arts, Storytelling, Writing, Poetry, Special Audience, Kids, Learning, Lessons & Classes, Lifestyle"
Camp Conroy Week Two: Summer Camp for 12-14 Year Olds Starts Soon,"Pat Conroy Literary Center, Beaufort, SC",2026-06-23,9:15 AM,https://patconroyliterarycenter.org/calendar/2026-camp-conroy-summer-camp-save-the-dates/,"Literary Arts, Storytelling, Writing, Poetry, Special Audience, Family, Kids, Learning, Lessons & Classes, Lifestyle"
Salt Marsh BioDiscovery,"Edisto Island, SC",2026-06-23,9:30 AM,https://southcarolinaparks.com/products/10010800,
DIRC Indoor Cycling,"Daniel Island Library, Daniel Island, SC",2026-06-23,9:30 AM,https://dicommunity.org/event/dirc-indoor-cycling/2026-06-23/,"Sports & Outdoors, Fitness, Sports, Cycling"
⚽ FIFA World Cup 2026 Watch Party At Republic Garden & Lounge,"Republic Garden & Lounge, Charleston, SC",2026-06-24,,,"Food & Drink, Sports & Outdoors, Sports, Soccer"
⚽ FIFA World Cup Watch Parties at Lamar's!,"Lamar's, Charleston, SC",2026-06-24,,https://lamarssportingclub.com/,"Food & Drink, Sports & Outdoors, Sports, Soccer"
Summer Movie Express at Regal Cinema,"Mt. Pleasant Towne Centre, Mount Pleasant, SC",2026-06-24,,https://www.mtpleasanttownecentre.com/events/summer-movie-express-at-regal-cinema/,"Visual Arts, Film, Special Audience, Family, Performing Arts, Music, Food & Drink, Food"
Soul Nite at The Burgundy Lounge,"The Starlight Motor Inn, North Charleston, SC",2026-06-24,,https://www.charlestoncvb.com/events/soul-nite-at-the-burgundy-lounge~26416,"Performing Arts, Theater, Musical"
Upcoming Events,"Search, North Charleston, SC",2026-06-24,,https://fireflydistillery.com/events/,
Carolina Days at the Fireproof Building,"South Carolina Historical Society Museum, Charleston, SC",2026-06-24,,https://www.charlestoncvb.com/events/carolina-days-at-the-fireproof-building~27542,"Destinations, Museums & Exhibits, Parties & Reunions, Special Audience, Family, Holidays, Independence Day (USA), Pursuits & Hobbies, Other Interests, History"
Exhibition: Voices of Revolution in South Carolina,"South Carolina Historical Society, Charleston, SC",2026-06-24,,https://www.charlestoncvb.com/events/exhibition-voices-of-revolution-in-south-carolina~27544,"Destinations, Museums & Exhibits, Visual Arts, Pursuits & Hobbies, Other Interests, History"
"Revolutionary Ideas: Origins, Contexts, and Legacies of American Independence Symposium","The Historic Dock Street Theatre, Charleston, SC",2026-06-24,,https://www.charlestoncvb.com/events/revolutionary-ideas-origins-contexts-and-legacies-of-american-independence-symposium~26211,"Learning, Conferences & Workshops"
The Brett Belanger Trio - Instrumental Jazz Series,"Forte Jazz Lounge, Charleston, SC",2026-06-24,,https://www.charlestoncvb.com/events/the-brett-belanger-trio-instrumental-jazz-series~27440,"Performing Arts, Music, Jazz, Piano"
LIVE MUSIC by ANNA CROSBY,"The Commodore, Charleston, SC",2026-06-24,,https://tockify.com/thecommodorechs/detail/227/1782273600000,"Performing Arts, Music, Live Music"
Rebecca Illustrated Painting Experience,"Mills House Hotel, Charleston, SC",2026-06-24,10:00 AM,,"Painting, Watercolor, Drawing & Painting, Visual Arts"
Early Connections,"Children's Museum of the Lowcountry, Charleston, SC",2026-06-24,10:00 AM,https://eventvesta.com/events/147266/t/tickets,"Learning, Destinations, Museums & Exhibits, Children's Museums"
Turtle Talk,"Edisto Island, SC",2026-06-24,10:30 AM,https://southcarolinaparks.com/products/10002568,"Sports & Outdoors, Outdoor Recreation, Nature & Wildlife, Fauna, Reptiles, Turtles, Learning, Talks & Lectures"
Story Time,"Cane Bay Library, Summerville, SC",2026-06-24,10:30 AM,https://berkeleylibrarysc.libcal.com/event/16522053,"Special Audience, Kids, Family, Literary Arts, Reading, Lifestyle"
Local Hero Storytime - Ashley River Branch,"George H Seago, Jr Library, Summerville, SC",2026-06-24,10:30 AM,https://www.facebook.com/events/1355925463050320/1355925469716986/?active_tab=about,"Special Audience, Kids, Civic Benefit, Safety & Preparedness, Police Department, Literary Arts, Reading"
Mobile Library - John McCants Veteran Park,"Goose Creek Library, Goose Creek, SC",2026-06-24,10:30 AM,https://berkeleylibrarysc.libcal.com/event/16849886,"Special Audience, Family, Teens, Kids, Literary Arts, Civic Benefit, Patriotic, Military"
Pigeons Playing Ping Pong,"Pour House, Charleston, SC",2026-06-24,10:30 PM,https://www.facebook.com/events/3403242199857453/3403247339856939/?active_tab=about,"Sports & Outdoors, Sports, Table Tennis, Performing Arts, Music"
Concurrent Solo Exhibits – Chuck Barker and Lindsey Maldonado,"Park Circle Gallery, North Charleston, SC",2026-06-24,11:00 AM,https://culturalarts.northcharleston.org/programs_activities/exhibits_public_art/park_circle_gallery.php,"Museums & Exhibits, Visual Arts, Mixed Media Art, Destinations"
Maria Britton: SECOND SLEEP & In Kyoung Chun: MAKE ROOM,"Halsey Institute of Contemporary Art, Charleston, SC",2026-06-24,11:00 AM,https://halsey.charleston.edu/exhibitions/,"Visual Arts, Art Museums, Painting, Drawing & Painting, Museums & Exhibits, Destinations"
